,source,target,junction,length,maxspeed,access,name,width,lanes,oneway,bridge,osmid,geometry,tunnel,ref,highway
0,1501364225,1402613311,,14.888,50,,Brasserskade,,1,True,,136852791,,,,unclassified
1,1501364225,1501364218,,86.03,50,,Brasserskade,,3,True,,136852797,"LINESTRING (4.362211 52.0275607, 4.3622056 52.0275117, 4.3621941 52.0274669, 4.3621494 52.0274255, 4.3614682 52.0269558)",,,secondary
2,1269112834,626146739,,229.396,50,,Pierre van Hauwelaan,,1,True,yes,"[131635875, 812784588, 131635877]","LINESTRING (4.3500691 51.9964222, 4.3492182 51.9962692, 4.3484433 51.9961316, 4.3483164 51.9961136, 4.3477259 51.9960042, 4.3468533 51.9958435)",,,tertiary
3,44875780,44875431,,22.932,15,,Vernieuwde Boogerd,,,False,,7538524,,,,living_street
4,44875780,1371031431,,55.13,15,,Koningsplein,,,False,,364437785,,,,living_street
5,44875780,3684853380,,219.212,"['30', '15']",,Koningsplein,,,False,,"[364437785, 364437786]","LINESTRING (4.3556362 52.0178722, 4.3565084 52.0178974, 4.3569434 52.0179017, 4.3581906 52.0179327, 4.358453 52.0178917, 4.3585926 52.0178641, 4.3586517 52.0178415, 4.3587134 52.0177958, 4.3587512 52.0177644)",,,"['residential', 'living_street']"
6,44875781,3684853380,,18.364,30,,Geerweg,,,False,,364437783,,,,residential
7,44875781,582000012,,207.06099999999998,30,,"['Oostplantsoen', 'Doelenstraat']",,,False,yes,"[45671392, 334657874, 430859363, 45671390]","LINESTRING (4.3589706 52.0178595, 4.3591159 52.0177643, 4.3595054 52.0174985, 4.359915 52.0171979, 4.3603664 52.0168267, 4.3605231 52.0166998, 4.3606614 52.0165828, 4.3607145 52.0165395, 4.3607045 52.0164847, 4.3606443 52.0163873)",,,residential
8,44875781,1371031524,,191.20099999999996,30,,"['Oostplantsoen', 'Nieuwe Plantage']",,,False,,"[223412106, 334658371, 64526869]","LINESTRING (4.3589706 52.0178595, 4.3587635 52.0179861, 4.3582317 52.0182844, 4.3580655 52.018343, 4.3579781 52.0183573, 4.3577254 52.0183824, 4.3575051 52.018388, 4.3564818 52.0183619)",,,residential
9,1516978187,44771638,,413.709,"['60', '30']",,"['Zwembadpad', 'Kerkpolderweg']",,,False,,"[426352672, 426352346, 138360211, 338213891]","LINESTRING (4.3321501 51.9913443, 4.3320832 51.9915153, 4.3320639 51.9915645, 4.3324442 51.9916396, 4.3325212 51.9916569, 4.3327 51.9917, 4.3328 51.9918, 4.3328675 51.9920057, 4.3329 51.9927, 4.333 51.9931, 4.3329617 51.9934304, 4.3329871 51.9935712, 4.3330763 51.9936686, 4.3332116 51.9937318, 4.3339423 51.9937841, 4.3343684 51.9938533, 4.3347411 51.9939209)",,,unclassified
10,1516978187,1516978174,,29.156,60,,Kerkpolderweg,,,False,,426352346,"LINESTRING (4.3321501 51.9913443, 4.3319491 51.9913109, 4.3317386 51.9912769)",,,unclassified
11,100302898,44786849,,102.963,30,,Vulcanusweg,,,False,,143558998,"LINESTRING (4.3593001 51.9983435, 4.3594973 51.997954, 4.3596908 51.9975718, 4.3597095 51.9975289, 4.3596798 51.997458)",,,residential
12,44818482,1015968754,,43.494,30,,Buitenwatersloot,,,False,,31989940,,,,residential
13,44818482,44820007,,44.56400000000001,30,,Buitenwatersloot,,,False,,7541746,"LINESTRING (4.3454419 52.0048308, 4.3458402 52.0050257, 4.3459453 52.0050847)",,,residential
14,44818482,44821566,,82.21000000000001,15,,Kogelgieterij,,,False,,"[7541715, 7541812]","LINESTRING (4.3454419 52.0048308, 4.345375 52.0048744, 4.3452693 52.0049602, 4.3452316 52.0049931, 4.3450619 52.0051464, 4.3449182 52.0052848, 4.3447612 52.0054386)",,,living_street
15,44711989,44714412,,56.556,15,,Lepelaarpad,,,False,,7540076,,,,living_street
16,44711989,44712554,,33.464,15,,Gruttohof,,,False,,7540111,,,,living_street
17,44711989,271397035,,28.842,15,,Lepelaarpad,,,False,,7540076,"LINESTRING (4.3604979 51.9813062, 4.360504 51.9812905, 4.3605963 51.981054)",,,living_street
18,44818486,44817942,,30.508,30,,Pootstraat,,,False,,7541704,"LINESTRING (4.3501366 52.004836, 4.3500442 52.0047964, 4.3497558 52.0046938)",,,residential
19,44818486,44820010,,64.166,"['30', '15']",,Pootstraat,,,False,,"[49601776, 223277536]","LINESTRING (4.3501366 52.004836, 4.3502181 52.0048934, 4.3505618 52.0050373, 4.3505713 52.0050413, 4.3508911 52.0051748)",,,"['residential', 'living_street']"
20,44818486,1576745685,,100.868,50,,Krakeelpolderweg,,,False,,52092405,"LINESTRING (4.3501366 52.004836, 4.3494504 52.0054603, 4.3493096 52.0055868)",,,tertiary
21,44818486,44813589,,162.698,30,,Krakeelpolderweg,,,False,,"[533390449, 223277542, 223183077, 223183078]","LINESTRING (4.3501366 52.004836, 4.3503061 52.0046809, 4.3503812 52.004615, 4.3508144 52.004231, 4.3511232 52.0039689, 4.3513146 52.0037968, 4.3514858 52.0036317)",,,tertiary
22,44711991,44712554,,9.889,15,,Gruttohof,,,False,,7540099,,,,living_street
23,4261101624,4937365113,,97.01499999999999,50,,"['Spoorsingel', 'Spoorhavenbrug', 'Phoenixstraat']",,1,True,yes,"[526496616, 527059531, 426848828]","LINESTRING (4.3548815 52.0100159, 4.3549106 52.0099459, 4.3549421 52.0098567, 4.3549428 52.0098404, 4.3549426 52.009824, 4.3549417 52.0098077, 4.35494 52.0097914, 4.3549327 52.0097697, 4.354806 52.0094453, 4.3547506 52.0093166, 4.3547266 52.0092609, 4.3547054 52.0091973, 4.3546954 52.0091658)",,,tertiary
24,4261101624,5300707250,,17.963,50,,Phoenixstraat,,1,True,,542636116,"LINESTRING (4.3548815 52.0100159, 4.3549695 52.0099494, 4.3550447 52.0098894)",,,residential
25,44777528,1679761158,,174.039,30,,Obrechtstraat,,,False,,7541547,"LINESTRING (4.3458931 51.9952259, 4.3458355 51.9953302, 4.3457752 51.995333, 4.3453053 51.9952579, 4.3450275 51.9952052, 4.3449044 51.9951756, 4.3448693 51.9951545, 4.3448284 51.9950862, 4.3448067 51.9950203, 4.3448 51.995, 4.344797 51.9948841, 4.3448097 51.9947461, 4.3453032 51.9947486, 4.345319 51.9946395)",,,residential
26,44777528,1404945936,,212.07999999999998,30,,Obrechtstraat,,,False,,7541547,"LINESTRING (4.3458931 51.9952259, 4.3471647 51.9954727, 4.3474956 51.9955237, 4.3476368 51.9952533, 4.3476613 51.9952353, 4.3477158 51.995237, 4.3485531 51.9953807)",,,residential
27,44777528,1584013959,,59.077,,,Obrechtstraat,,,False,,144919702,"LINESTRING (4.3458931 51.9952259, 4.3459295 51.9951322, 4.3461113 51.9947119)",,,residential
28,44818490,44817958,,13.458,30,,Maerten Trompstraat,,,False,,7537803,,,,residential
29,44818490,44823036,,119.024,30,,Maerten Trompstraat,,,False,,7537803,"LINESTRING (4.3657618 52.0048293, 4.365441 52.0051981, 4.3652916 52.0053754, 4.3649244 52.0057672)",,,residential
30,44818490,5750227861,,182.77100000000002,"['50', '30']",,Piet Heinstraat,,,False,,"[670487457, 606492546]","LINESTRING (4.3657618 52.0048293, 4.3661507 52.0049741, 4.3662499 52.005011, 4.3664046 52.0051942, 4.3666386 52.0054714, 4.3668157 52.0056812, 4.3670352 52.0059316, 4.3670734 52.0059756, 4.3671659 52.0060776, 4.3672255 52.0061554)",,,residential
31,5715066940,44738668,,35.389,15,,Hazenlaan,,,False,,7540162,,,,living_street
32,44711996,1433962853,,164.46,50,,Einsteinweg,,,False,,"[788665728, 788665729, 7539651, 7539691, 7539694]","LINESTRING (4.3705649 51.9813921, 4.370873 51.9814528, 4.372272 51.9817281, 4.3722847 51.9817306, 4.3724786 51.9817169, 4.3725589 51.9817267, 4.3726107 51.9817535, 4.3726743 51.9817878, 4.3727149 51.9818136, 4.3727725 51.9818701)",,,unclassified
33,1830076498,44708869,,84.82,,,Gandhilaan,,,False,,50569387,"LINESTRING (4.3501444 51.9810262, 4.350102 51.9810196, 4.3491928 51.9808778, 4.3492241 51.9808027, 4.3492377 51.98077, 4.3492364 51.9807231)",,,residential
34,44843105,1436427117,,34.959,15,,Hof van Robijn,,,False,,7542546,"LINESTRING (4.3322916 52.0099205, 4.3325148 52.0100248, 4.3326988 52.0101103)",,,living_street
35,44843109,44841994,,42.159,30,,Willem Hooftstraat,,,False,,7542529,,,,residential
36,44843109,1435362475,,220.685,30,,Van Blommesteinstraat,,,False,,7542464,"LINESTRING (4.3368783 52.0098809, 4.3366388 52.0101029, 4.3363058 52.0104445, 4.3356663 52.0109574, 4.3350003 52.0114915)",,,residential
37,44843109,44844496,,59.22,30,,Willem Hooftstraat,,,False,,7542529,"LINESTRING (4.3368783 52.0098809, 4.3371279 52.0099929, 4.3375774 52.0101947)",,,residential
38,1830076518,1583992767,,81.659,30,,Latijns-Amerikalaan,,,False,,144917611,,,,residential
39,1830076518,1584637105,,31.107,30,,Latijns-Amerikalaan,,,False,,144917611,"LINESTRING (4.3512554 51.9842573, 4.3511815 51.9842461, 4.3508473 51.9841972, 4.3508136 51.9841923)",,,residential
40,1830076518,1583992769,,131.587,15,,"['Caracasstraat', 'De Mirandastraat']",,,False,,"[172061849, 144917597]","LINESTRING (4.3512554 51.9842573, 4.3510318 51.9848163, 4.3519885 51.984965)",,,living_street
41,44843110,44841565,,67.485,30,,Verlengde Singelstraat,,,False,,7541997,,,,residential
42,44843110,44844068,,36.146,30,,Verlengde Singelstraat,,,True,,144081616,,,,residential
43,1830076520,1583999595,,26.766,15,,Braziliëhof,,,False,,142823209,"LINESTRING (4.3479053 51.984269, 4.3478522 51.9842627, 4.3477724 51.9844642)",,,living_street
44,1830076520,1510591475,,78.372,15,,Braziliëhof,,,False,,142823209,"LINESTRING (4.3479053 51.984269, 4.3480725 51.9838492, 4.3478973 51.9838187, 4.3479627 51.9836634)",,,living_street
45,1830076520,1830076522,,63.148,15,,Helder Camarastraat,,,False,,172061846,"LINESTRING (4.3479053 51.984269, 4.3482525 51.9843252, 4.3487971 51.9844134)",,,living_street
46,1830076522,44727951,,23.381,15,,Helder Camarastraat,,,False,,142823224,,,,living_street
47,1830076522,1584596401,,53.22,15,,Helder Camarastraat,,,False,,142823224,"LINESTRING (4.3487971 51.9844134, 4.3488112 51.984381, 4.3491335 51.9844309, 4.3491552 51.9844342, 4.3495121 51.9844894)",,,living_street
48,1830076522,1830076520,,63.148,15,,Helder Camarastraat,,,False,,172061846,"LINESTRING (4.3487971 51.9844134, 4.3482525 51.9843252, 4.3479053 51.984269)",,,living_street
49,44769389,1679761151,,129.431,15,,Schubertlaan,,,False,,"[7540552, 7541477]","LINESTRING (4.3424393 51.9934, 4.3425561 51.993427, 4.3432628 51.9935902, 4.3433027 51.9936028, 4.3433315 51.993616, 4.3433427 51.9936354, 4.3433334 51.9936697, 4.3431585 51.9940632, 4.3431116 51.9941687)",,,living_street
50,44769389,44765486,,91.155,15,,Schubertlaan,,,False,,7540569,"LINESTRING (4.3424393 51.9934, 4.3425268 51.9931088, 4.3426 51.9929, 4.3426304 51.9928088, 4.3427028 51.9926514, 4.3427572 51.9926099)",,,living_street
51,44769389,44763122,,340.543,15,,Haydnlaan,,,False,,7540645,"LINESTRING (4.3424393 51.9934, 4.3423218 51.9934059, 4.3422611 51.993409, 4.3418494 51.9933419, 4.3416665 51.9933121, 4.3410045 51.9932042, 4.3405608 51.9931319, 4.3400501 51.9930591, 4.3399785 51.9930489, 4.3399519 51.9930451, 4.3400679 51.9927692, 4.3407054 51.9928725, 4.3407224 51.9928313, 4.3409 51.9924, 4.341 51.9921)",,,living_street
52,44843122,44842373,,75.176,30,,Lipkensstraat,,,False,,"[46609779, 7538028]","LINESTRING (4.3731582 52.0098553, 4.3730708 52.0099312, 4.3730307 52.0099434, 4.3729821 52.0099493, 4.3729244 52.0099436, 4.372871 52.0099261, 4.3724083 52.009739, 4.3723171 52.0096432)",,,residential
53,44843122,44843629,,19.145,30,,Frederik Hendrikstraat,,,False,,7538065,"LINESTRING (4.3731582 52.0098553, 4.3732142 52.0098943, 4.3732532 52.0099553, 4.3732856 52.0100061)",,,residential
54,44843122,44840027,,91.083,30,,Frederik Hendrikstraat,,,False,,7538065,"LINESTRING (4.3731582 52.0098553, 4.3733434 52.0096633, 4.373738 52.0092774, 4.3738605 52.0091596)",,,residential
55,44720245,1565882142,,146.393,15,,Cubalaan,,,False,,"[142823218, 143091484]","LINESTRING (4.3510561 51.983036, 4.3511062 51.9829066, 4.3511916 51.9828803, 4.351351 51.9824464, 4.3505387 51.9823223, 4.350314 51.982411)",,,living_street
56,44810363,44808047,,53.161,30,,Professor Burgershof,,,False,,7537579,,,,residential
57,3119210620,3119210619,,26.64,15,,,,,False,,306896715,,,,living_street
58,3119210620,582004873,,69.416,30,,Rotterdamseweg,,,False,,250858767,"LINESTRING (4.364028 52.0047906, 4.3638553 52.0049556, 4.3635191 52.0052722, 4.3634766 52.0053145)",,,residential
59,3119210620,1569647863,,49.484,30,,Rotterdamseweg,,,False,,250858767,"LINESTRING (4.364028 52.0047906, 4.364053 52.0047668, 4.3642594 52.0045697, 4.3644138 52.0044143)",,,residential
60,3119210619,3119210620,,26.64,15,,,,,False,,306896715,,,,living_street
61,44720254,44720722,,38.748,15,,Reigerstraat,,,False,,7540066,,,,living_street
62,44720254,44722233,,34.708,15,,Reigerstraat,,,False,,7540154,,,,living_street
63,44720254,44720720,,27.679000000000002,15,,Reigerstraat,,,False,,7540063,"LINESTRING (4.3588107 51.9830954, 4.358749 51.983086, 4.3584906 51.983049, 4.3584385 51.9830825)",,,living_street
64,44720256,44720722,,28.711,30,,Lepelaarpad,,,False,,7540064,,,,residential
65,44720256,44714412,,143.521,30,,Lepelaarstraat,,,False,,7540020,"LINESTRING (4.3596935 51.9830302, 4.3597737 51.9828101, 4.3598711 51.9826486, 4.3599353 51.9825819, 4.3600261 51.9824597, 4.3603 51.9818)",,,residential
66,44720256,44721735,,79.937,30,,Fuutlaan,,,False,,7540079,"LINESTRING (4.3596935 51.9830302, 4.3605049 51.9831484, 4.360563 51.9831627, 4.3606322 51.983324)",,,residential
67,4502921354,44784312,,172.631,30,,Feldmannweg,,,False,,60382253,"LINESTRING (4.3728841 51.9982076, 4.3731967 51.9977544, 4.3732879 51.9976221, 4.3733025 51.9976009, 4.3734501 51.997387, 4.373718 51.9969985, 4.3738697 51.9967786)",,,residential
68,4502921354,2177111543,,98.07900000000001,30,,Feldmannweg,,,False,,200733395,"LINESTRING (4.3728841 51.9982076, 4.3728122 51.9983124, 4.372706 51.9984671, 4.3726742 51.9985135, 4.3726075 51.9986106, 4.3725082 51.9987553, 4.3724246 51.9988771, 4.3724136 51.9988933, 4.3723265 51.9990201)",,,residential
69,4502921354,4502921355,,115.49799999999999,30,,Korvezeestraat,,,False,,200733452,"LINESTRING (4.3728841 51.9982076, 4.3725385 51.9981175, 4.3722881 51.9980522, 4.3719979 51.9979766, 4.3719429 51.9979622, 4.3717855 51.9979212, 4.3717454 51.9979107, 4.3715792 51.9978667, 4.3713306 51.9978026)",,,residential
70,4502921355,4502921354,,115.498,30,,Korvezeestraat,,,False,,200733452,"LINESTRING (4.3713306 51.9978026, 4.3715792 51.9978667, 4.3717454 51.9979107, 4.3717855 51.9979212, 4.3719429 51.9979622, 4.3719979 51.9979766, 4.3722881 51.9980522, 4.3725385 51.9981175, 4.3728841 51.9982076)",,,residential
71,4502921355,2177111542,,97.501,30,,Leeghwaterstraat,,,False,,561129379,"LINESTRING (4.3713306 51.9978026, 4.3711712 51.9980278, 4.3710503 51.9982112, 4.3709312 51.9983815, 4.3707753 51.99861)",,,residential
72,4502921355,44782465,,172.625,30,,Leeghwaterstraat,,,False,,561129379,"LINESTRING (4.3713306 51.9978026, 4.3715066 51.9975466, 4.3717467 51.9971922, 4.371895 51.9969817, 4.3723136 51.996373)",,,residential
73,1965457550,1448535785,,26.09,50,,Valkenlaan,,,False,,488502339,"LINESTRING (4.3684236 51.9831617, 4.3682803 51.9831336, 4.3680606 51.9830905)",,,residential
74,1965457552,2381861262,,10.979,50,,Vinkenlaan,,,False,,229616683,,,,residential
75,44884118,44883810,,9.294,30,,Soendastraat,,,False,,7468667,,,,residential
76,44884118,315119898,,78.758,30,,Oostsingel,,,False,,28675177,,,,residential
77,44884118,315119897,,81.974,30,,Oostsingel,,,False,,28675177,,,,residential
78,44884118,44886328,,109.70600000000002,30,,Soendastraat,,,False,,7468667,"LINESTRING (4.354783 52.0199775, 4.3547718 52.020098, 4.3540166 52.0205069, 4.3536154 52.0205093)",,,residential
79,44884119,44884493,,56.992,30,,Sint Eustatiusstraat,,,False,,7468629,,,,residential
80,44884119,44883814,,6.799,30,,,,,False,,7468682,,,,residential
81,44884119,44884491,,34.436,30,,Insulindeweg,,,False,,143448715,,,,residential
82,44884122,44885449,,59.14,30,,Tweemolentjeskade,,,False,,362651542,,,,residential
83,44884122,44882710,,58.772,30,,Tweemolentjeskade,,,False,,362651542,,,,residential
84,44884122,44878925,,180.437,30,,Lijsterbeslaan,,,False,,7468442,"LINESTRING (4.3646787 52.0200089, 4.3654299 52.0193503, 4.3654517 52.0193311, 4.3654935 52.0192673, 4.365556 52.0192013, 4.3661941 52.018684)",,,residential
85,44834972,264985176,,661.395,100,,Rijksweg A13,,4,True,yes,"[126556928, 482926946, 7536851, 482926942]","LINESTRING (4.3818737 52.0078449, 4.383155 52.0067313, 4.383546 52.0063946, 4.3841933 52.0058076, 4.3846883 52.0052801, 4.3849671 52.0049317, 4.3854599 52.0042033, 4.3857164 52.0037654, 4.3858907 52.0034083, 4.3862323 52.0026001)",,A13,motorway
86,313319585,1584502800,,11.214,30,,Juniusstraat,,,False,,144976709,,,,residential
87,313319585,1571092174,,102.569,30,,Juniusstraat,,,False,,143566328,"LINESTRING (4.3461612 51.9986095, 4.3471811 51.9987885, 4.3473267 51.998814, 4.3476017 51.9988631)",,,residential
88,313319585,1584502762,,106.153,30,,Juniusstraat,,,False,,144976709,"LINESTRING (4.3461612 51.9986095, 4.346352 51.9982168, 4.3466178 51.9976972)",,,residential
89,3669180584,44878923,,31.526,50,,Van Miereveltlaan,,,False,,7539104,,,,secondary
90,3669180584,3669180587,,16.45,50,,Van Miereveltlaan,,,True,,362651546,"LINESTRING (4.3622313 52.0188177, 4.3621936 52.0188959, 4.3621482 52.0189561)",,,secondary
91,3669180587,44880450,,5.935,50,,Tweemolentjeskade,,,False,,362651543,,,,residential
92,3669180587,44880453,,34.876,30,,Tweemolentjeskade,,,False,,362651542,"LINESTRING (4.3621482 52.0189561, 4.362196 52.0189639, 4.3625775 52.0191223)",,,residential
93,3669180587,3669180601,,35.905,50,,"['Van Miereveltlaan', 'Sint Jorisweg']",,,True,yes,"[362651545, 362651548, 362656325]","LINESTRING (4.3621482 52.0189561, 4.3620241 52.0190674, 4.3619468 52.0191369, 4.3619342 52.0191479, 4.3619124 52.0191675, 4.3618512 52.0192223)",,,secondary
94,44794038,44796081,,129.145,50,,De Nieuwe Haven,,,False,,7537843,"LINESTRING (4.3662103 51.9989851, 4.3676886 51.9993967, 4.3679283 51.9994648)",,,unclassified
95,3669180600,3669180601,,6.417,50,,Aan 't Verlaat,,,False,,7468656,,,,residential
96,3669180600,44877391,,200.486,30,,Aan 't Verlaat,,,True,,"[430810337, 362651541]","LINESTRING (4.3617736 52.0191899, 4.3617038 52.0191596, 4.3604178 52.0186263, 4.3602101 52.0185402, 4.3596425 52.0183028, 4.3594215 52.0182539, 4.3593003 52.0182448)",,,residential
97,3669180600,44880450,,33.666,50,,"['Van Miereveltlaan', 'Sint Jorisweg']",,,True,yes,"[362651544, 362651547, 7468424]","LINESTRING (4.3617736 52.0191899, 4.361836 52.0191372, 4.3618564 52.0191199, 4.3619394 52.0190497, 4.3619543 52.0190373, 4.3620633 52.0189452)",,,secondary
98,3669180601,3669180600,,6.417,50,,Aan 't Verlaat,,,False,,7468656,,,,residential
99,3669180601,44890553,,261.348,30,,Aan 't Verlaat,,,False,,362651540,"LINESTRING (4.3618512 52.0192223, 4.3619002 52.0192452, 4.3624428 52.0194756, 4.3649612 52.0205089, 4.3650304 52.0204973)",,,residential
100,3669180601,3669180604,,18.592,50,,Sint Jorisweg,,,True,,362651548,"LINESTRING (4.3618512 52.0192223, 4.3617878 52.0192786, 4.3616711 52.0193463)",,,secondary
101,3669180604,3669180600,,19.082,50,,Sint Jorisweg,,,True,,362651547,"LINESTRING (4.3616711 52.0193463, 4.3617069 52.0192497, 4.3617736 52.0191899)",,,secondary
102,3669180604,2860384766,,74.408,50,,Sint Jorisweg,,,False,,362651549,"LINESTRING (4.3616711 52.0193463, 4.3614708 52.0195346, 4.3611446 52.0197617, 4.3609728 52.019855)",,,secondary
103,44859593,44857685,,52.004,30,,Kappeyne van de Coppellostraat,,,False,,7542144,"LINESTRING (4.3420704 52.0136927, 4.3420895 52.0136204, 4.3420929 52.0136032, 4.3421209 52.0134602, 4.3421694 52.0132857, 4.3421985 52.0132326)",,,residential
104,44859593,44861088,,51.427,30,,Libourellaan,,,False,,143574165,"LINESTRING (4.3420704 52.0136927, 4.3420324 52.0137613, 4.3420297 52.0137762, 4.341955 52.0141484)",,,residential
105,44859593,630748798,,180.336,50,,Ruys de Beerenbrouckstraat,,"['2', '3']",False,,"[148968930, 573483629]","LINESTRING (4.3420704 52.0136927, 4.3418906 52.0136824, 4.341528 52.0136521, 4.3409013 52.0135984, 4.3394588 52.0134776)",,,secondary
106,44859593,1390232505,,45.394,50,,Ruys de Beerenbrouckstraat,,2,False,,148968930,"LINESTRING (4.3420704 52.0136927, 4.3422256 52.0137031, 4.3423858 52.01371, 4.342522 52.0136983, 4.3427276 52.013675)",,,secondary
107,44859599,44858066,,49.521,30,,Spoorsingel,,,False,,494446409,,,,residential
108,44859599,3790294280,,154.64999999999998,30,,Van Heemstrastraat,,,True,,7542205,"LINESTRING (4.350763 52.0137406, 4.3490022 52.0129541, 4.3489648 52.0129468, 4.3489205 52.0129511)",,,residential
109,44859599,3510592637,,85.422,30,,Spoorsingel,,,False,,494446409,"LINESTRING (4.350763 52.0137406, 4.3506772 52.0138351, 4.3504096 52.0141284, 4.3502065 52.0143514, 4.3501535 52.014411)",,,residential
110,44859610,44858431,,53.165,30,,Van Lodensteynstraat,,,False,,362597609,,,,residential
111,44859610,44856085,,167.827,30,,Geertruyt van Oostenstraat,,,False,,7538319,"LINESTRING (4.3723303 52.0137388, 4.3716919 52.0133789, 4.3703937 52.0128176)",,,residential
112,44859610,44862227,,116.67299999999999,30,,Van Lodensteynstraat,,,False,,362597609,"LINESTRING (4.3723303 52.0137388, 4.3719155 52.0139493, 4.3710921 52.0143655, 4.3710097 52.0144022)",,,residential
113,1686438119,44693494,,79.452,30,,Straat van Ormoes,,,False,,7540378,"LINESTRING (4.3423156 51.9775731, 4.3429859 51.9776349, 4.3430467 51.977643, 4.3434573 51.9776975)",,,residential
114,4124549371,2162658839,,49.658,30,,Palmyraplaats,,,False,,410655500,"LINESTRING (4.3506233 51.9980382, 4.3506424 51.9979594, 4.3506926 51.9977527, 4.3507521 51.9975991)",,,residential
115,4124549374,2595466387,,14.547,30,,Taj Mahalplaats,,,False,,258161232,,,,residential
116,4176994572,1402771605,,22.914,50,,Buitenhofdreef,,2,True,,450505729,"LINESTRING (4.3447578 51.9848462, 4.344642 51.9848533, 4.3445383 51.9848706, 4.3444566 51.9849167)",,,tertiary
117,4176994572,1402771601,,18.836,50,,Derde Werelddreef,,1,True,,450505732,"LINESTRING (4.3447578 51.9848462, 4.3446475 51.9848304, 4.3444909 51.9848053)",,,tertiary
118,4176994573,1402771588,,10.926,50,,Buitenhofdreef,,2,True,,450505722,,,,tertiary
119,4176994573,4474353175,,12.446,50,,Buitenhofdreef,,2,True,,450505731,"LINESTRING (4.3441128 51.9848463, 4.3441869 51.9847942, 4.3442389 51.984766)",,,tertiary
120,5264539941,5264539953,,53.692,,,Maria Vincentiastraat,,1,True,,544633835,"LINESTRING (4.340896 51.9972555, 4.3408625 51.9972772, 4.3408304 51.9973173, 4.3407904 51.9974056, 4.3407516 51.9974896, 4.3406925 51.9976226, 4.3406528 51.9977106)",,,unclassified
121,5264539941,7170315205,,37.078,,,Maria Vincentiastraat,,,False,,612411762,"LINESTRING (4.340896 51.9972555, 4.3409796 51.9972677, 4.3414209 51.9973376)",,,unclassified
122,44892459,44891423,,42.34,30,,Arubastraat,,,False,,85619618,,,,residential
123,44892459,365993500,,100.867,30,,Sint Jorisweg,,,False,,362656317,"LINESTRING (4.3579603 52.0219161, 4.3577487 52.0223001, 4.3575933 52.0227504, 4.3575794 52.0227908)",,,residential
124,44892459,44888946,,95.29299999999999,30,,Sint Jorisweg,,,False,,362656317,"LINESTRING (4.3579603 52.0219161, 4.3580299 52.0218181, 4.3584308 52.0214449, 4.35859 52.0212389, 4.3586275 52.021168)",,,residential
125,44867887,44869222,,50.043,30,,Wallerstraat,,,False,,44619733,,,,residential
126,44867887,3995048391,,56.148,30,,Wallerstraat,,,False,,44619733,,,,residential
127,44867887,44865416,,128.476,30,,Vijver Noord,,,False,,7542362,"LINESTRING (4.3445411 52.0158982, 4.3442293 52.0157642, 4.3432943 52.0153622, 4.343002 52.0152366)",,,residential
128,5264539952,5264539953,,8.704,,,Henriëtta van Meertenstraat,,,False,,768611678,,,,unclassified
129,5264539952,5264539941,,61.165000000000006,,,Maria Vincentiastraat,,1,True,,544633839,"LINESTRING (4.3405306 51.997689, 4.3405709 51.9976023, 4.3405846 51.9975521, 4.3406379 51.9974473, 4.3406751 51.9973761, 4.3407145 51.9972833, 4.3407672 51.997247, 4.340896 51.9972555)",,,unclassified
130,5264539953,5264539952,,8.704,,,Henriëtta van Meertenstraat,,,False,,768611678,,,,unclassified
131,5264539953,5279893009,,96.826,,,Maria Vincentiastraat,,"['1', '2']",True,,"[544633835, 544633838]","LINESTRING (4.3406528 51.9977106, 4.3405913 51.9978466, 4.3404916 51.9980676, 4.3404512 51.9981547, 4.3403802 51.9983145, 4.3403149 51.9984453, 4.3403025 51.9984702, 4.340267 51.9985483)",,,unclassified
132,44736833,44735955,,27.804,15,,,,,False,,7539935,,,,living_street
133,44736833,44740048,,82.571,15,,Zwanenpad,,,False,,7539985,,,,living_street
134,44736833,1563023404,,42.83,15,,Boerderijstraat,,,False,,7539987,,,,living_street
135,44736833,30016605,,68.43299999999999,15,,Boerderijstraat,,,False,,7539987,"LINESTRING (4.3570237 51.9864575, 4.3564369 51.9864287, 4.356041 51.9863615)",,,living_street
136,44908875,44906763,,34.847,15,,Lombokstraat,,,False,,7468526,,,,living_street
137,44736847,1433962919,,271.292,30,,Faradayweg,,,False,,7539597,"LINESTRING (4.3743574 51.986479, 4.3706949 51.9857319, 4.3705971 51.9857111)",,,unclassified
138,44736847,1433962926,,358.90299999999996,30,,"['Bellweg', 'Teslaweg']",,,False,,"[7539704, 7539703]","LINESTRING (4.3743574 51.986479, 4.3741 51.9869, 4.3738 51.9872, 4.3736572 51.9872844, 4.3734909 51.9873169, 4.3701983 51.9866445, 4.370106 51.9866257)",,,unclassified
139,44736847,44731584,,215.86599999999999,30,,"['Teslaweg', 'Marconiweg']",,,False,,"[7539654, 7539703]","LINESTRING (4.3743574 51.986479, 4.3748692 51.9855421, 4.3743799 51.9854426, 4.3734001 51.9852433)",,,unclassified
140,3452813671,44774810,,85.841,15,,Buitenhofdreef,,,False,,817545708,"LINESTRING (4.3434609 51.9948842, 4.3437326 51.9949174, 4.343815 51.9949275, 4.3439391 51.9949348, 4.3441296 51.9949381, 4.3441291 51.9945825)",,,living_street
141,3868737903,1433962914,,24.974,50,,Schieweg,,3,False,,759868021,,,,tertiary
