,repl,p,day,mean,std
1045,2,0.75,45,4.088748019017433,3.4501224811079556
1046,2,0.75,46,4.088748019017433,3.4501224811079556
1047,2,0.75,47,4.088748019017433,3.4501224811079556
1048,2,0.75,48,4.088748019017433,3.4501224811079556
1049,2,0.75,49,4.088748019017433,3.4501224811079556
1050,2,0.8,0,2.434660091581543,2.1725779485581387
1051,2,0.8,1,3.112722478576137,2.7488239797150165
1052,2,0.8,2,3.414285714285714,3.0073727434396247
1053,2,0.8,3,3.589429584273284,3.1288127374181154
1054,2,0.8,4,3.7082262210796917,3.19992111606907
1055,2,0.8,5,3.7881899871630296,3.2420890453066624
1056,2,0.8,6,3.8532521627683436,3.2798329719504857
1057,2,0.8,7,3.903329065300896,3.3081084645312138
1058,2,0.8,8,3.942455242966752,3.339237801680697
1059,2,0.8,9,3.9846596356663473,3.37061089343174
1060,2,0.8,10,4.008939974457216,3.3841529390511114
1061,2,0.8,11,4.027449728694542,3.395194152680709
1062,2,0.8,12,4.036375239310785,3.399454210841063
1063,2,0.8,13,4.05360561582642,3.4115982055575933
1064,2,0.8,14,4.059968102073365,3.4190766113880207
1065,2,0.8,15,4.074617346938775,3.430259360364351
1066,2,0.8,16,4.084821428571429,3.433089638461211
1067,2,0.8,17,4.088010204081633,3.4335667926854203
1068,2,0.8,18,4.095663265306122,3.4372618558266614
1069,2,0.8,19,4.098214285714286,3.437932225979829
1070,2,0.8,20,4.1020408163265305,3.440510465203152
1071,2,0.8,21,4.103954081632653,3.441380187931992
1072,2,0.8,22,4.104591836734694,3.4420096257813717
1073,2,0.8,23,4.108418367346939,3.443929442022215
1074,2,0.8,24,4.108418367346939,3.443929442022215
1075,2,0.8,25,4.110331632653061,3.4446095583682523
1076,2,0.8,26,4.110331632653061,3.4446095583682523
1077,2,0.8,27,4.110331632653061,3.4446095583682523
1078,2,0.8,28,4.110969387755102,3.445144638462054
1079,2,0.8,29,4.112244897959184,3.4461216346593315
1080,2,0.8,30,4.112882653061225,3.445730526999203
1081,2,0.8,31,4.112882653061225,3.445730526999203
1082,2,0.8,32,4.112882653061225,3.445730526999203
1083,2,0.8,33,4.112882653061225,3.445730526999203
1084,2,0.8,34,4.112882653061225,3.445730526999203
1085,2,0.8,35,4.112882653061225,3.445730526999203
1086,2,0.8,36,4.113520408163265,3.4458021399178107
1087,2,0.8,37,4.113520408163265,3.4458021399178107
1088,2,0.8,38,4.113520408163265,3.4458021399178107
1089,2,0.8,39,4.113520408163265,3.4458021399178107
1090,2,0.8,40,4.113520408163265,3.4458021399178107
1091,2,0.8,41,4.113520408163265,3.4458021399178107
1092,2,0.8,42,4.113520408163265,3.4458021399178107
1093,2,0.8,43,4.113520408163265,3.4458021399178107
1094,2,0.8,44,4.113520408163265,3.4458021399178107
1095,2,0.8,45,4.113520408163265,3.4458021399178107
1096,2,0.8,46,4.113520408163265,3.4458021399178107
1097,2,0.8,47,4.113520408163265,3.4458021399178107
1098,2,0.8,48,4.113520408163265,3.4458021399178107
1099,2,0.8,49,4.113520408163265,3.4458021399178107
1100,2,0.85,0,2.541042112776588,2.28758661853908
1101,2,0.85,1,3.076405250757321,2.743320999032012
1102,2,0.85,2,3.303311258278146,2.9177851732316724
1103,2,0.85,3,3.4356955380577427,2.9937795879162072
1104,2,0.85,4,3.5541069100391134,3.0556205863242902
1105,2,0.85,5,3.6393762183235867,3.102815541432189
1106,2,0.85,6,3.7108589951377633,3.142429924640882
1107,2,0.85,7,3.778065351019088,3.1881532749329553
1108,2,0.85,8,3.848240232483048,3.234916943631195
1109,2,0.85,9,3.8974524346984842,3.274505127557155
1110,2,0.85,10,3.9375201288244766,3.3136063074283353
1111,2,0.85,11,3.962070073931212,3.33795884010561
1112,2,0.85,12,3.9858657243816253,3.359337315864337
1113,2,0.85,13,4.013483146067416,3.37657091145136
1114,2,0.85,14,4.028232274623035,3.390574205094846
1115,2,0.85,15,4.04746632456703,3.402662481276966
1116,2,0.85,16,4.066709429121231,3.40723928952936
1117,2,0.85,17,4.076923076923077,3.4096941585810927
1118,2,0.85,18,4.080128205128205,3.411688410418591
1119,2,0.85,19,4.0903846153846155,3.4186610243266666
1120,2,0.85,20,4.095512820512821,3.4193655338222277
1121,2,0.85,21,4.101923076923077,3.422929137440884
1122,2,0.85,22,4.10448717948718,3.424911902340026
1123,2,0.85,23,4.110897435897436,3.4314441667190962
1124,2,0.85,24,4.112820512820512,3.4322222808296003
1125,2,0.85,25,4.11474358974359,3.431878250746759
1126,2,0.85,26,4.116025641025641,3.432582442478908
1127,2,0.85,27,4.116025641025641,3.432582442478908
1128,2,0.85,28,4.117910925985261,3.434767971637437
1129,2,0.85,29,4.119192566485101,3.434630404353404
1130,2,0.85,30,4.12111502723486,3.4369885875847146
1131,2,0.85,31,4.122998078155029,3.438421018753686
1132,2,0.85,32,4.125560538116592,3.43972590192555
1133,2,0.85,33,4.127482383087764,3.4398414870155514
1134,2,0.85,34,4.127482383087764,3.4398414870155514
1135,2,0.85,35,4.128122998078155,3.44102838144908
1136,2,0.85,36,4.128122998078155,3.44102838144908
1137,2,0.85,37,4.129404228058936,3.440794185085096
1138,2,0.85,38,4.130685458039718,3.440652621580707
1139,2,0.85,39,4.1319666880204995,3.442465721217981
1140,2,0.85,40,4.1319666880204995,3.442465721217981
1141,2,0.85,41,4.1319666880204995,3.442465721217981
1142,2,0.85,42,4.1319666880204995,3.442465721217981
1143,2,0.85,43,4.1319666880204995,3.442465721217981
1144,2,0.85,44,4.1319666880204995,3.442465721217981
1145,2,0.85,45,4.1319666880204995,3.442465721217981
1146,2,0.85,46,4.1319666880204995,3.442465721217981
1147,2,0.85,47,4.1319666880204995,3.442465721217981
1148,2,0.85,48,4.1319666880204995,3.442465721217981
1149,2,0.85,49,4.1319666880204995,3.442465721217981
1150,2,0.9,0,2.506637961966272,2.2532282972227793
1151,2,0.9,1,2.926510989010989,2.627071059889606
1152,2,0.9,2,3.0668016194331984,2.771094548137783
1153,2,0.9,3,3.1927951967978654,2.8740996110070602
1154,2,0.9,4,3.302788844621514,2.964522683981517
1155,2,0.9,5,3.383245382585752,3.002729917357479
1156,2,0.9,6,3.4403156856297272,3.0276911309643735
1157,2,0.9,7,3.491480996068152,3.0580946903802615
1158,2,0.9,8,3.5649902024820377,3.1001241899914533
1159,2,0.9,9,3.623575382611527,3.1500402325282897
1160,2,0.9,10,3.6766428106701365,3.1792415164906416
1161,2,0.9,11,3.7423552374756017,3.2073350558962836
1162,2,0.9,12,3.779077322936972,3.219101896949442
1163,2,0.9,13,3.8070802208509256,3.233867123558848
1164,2,0.9,14,3.844155844155844,3.254257201495175
1165,2,0.9,15,3.8806357444048003,3.277262926399768
1166,2,0.9,16,3.915100453661698,3.2956804064726257
1167,2,0.9,17,3.946856772521063,3.3114547284202955
1168,2,0.9,18,3.9676060900550696,3.3194940920112272
1169,2,0.9,19,3.9844710449692657,3.3314843388087056
1170,2,0.9,20,4.003235198964736,3.3364694461439166
1171,2,0.9,21,4.024571613320401,3.362438655494308
1172,2,0.9,22,4.042663219133807,3.3718931266247676
1173,2,0.9,23,4.063974151857836,3.3875572311269306
1174,2,0.9,24,4.07108239095315,3.391515797303355
1175,2,0.9,25,4.084006462035541,3.397219209599331
1176,2,0.9,26,4.087883683360259,3.3986430064230926
1177,2,0.9,27,4.090439276485788,3.398691994080204
1178,2,0.9,28,4.0994832041343665,3.40489807661804
1179,2,0.9,29,4.102067183462532,3.4056755238626457
1180,2,0.9,30,4.109819121447028,3.4097011413865674
1181,2,0.9,31,4.118064516129032,3.413088543623502
1182,2,0.9,32,4.120645161290323,3.41422714329619
1183,2,0.9,33,4.123870967741936,3.416001369916737
1184,2,0.9,34,4.125765881973557,3.4167023955869755
1185,2,0.9,35,4.127055788455337,3.4169378868177445
1186,2,0.9,36,4.134795227346017,3.4208872455496557
1187,2,0.9,37,4.136085133827797,3.4210247509040737
1188,2,0.9,38,4.139954853273138,3.424261615423731
1189,2,0.9,39,4.141889712995808,3.4246529622289934
1190,2,0.9,40,4.1438245727184775,3.4258907125558795
1191,2,0.9,41,4.1438245727184775,3.4258907125558795
1192,2,0.9,42,4.144469525959368,3.4259577258737823
1193,2,0.9,43,4.144469525959368,3.4259577258737823
1194,2,0.9,44,4.144469525959368,3.4259577258737823
1195,2,0.9,45,4.144469525959368,3.4259577258737823
1196,2,0.9,46,4.144469525959368,3.4259577258737823
1197,2,0.9,47,4.143778207607995,3.4258099464081497
1198,2,0.9,48,4.145067698259187,3.425567295824301
1199,2,0.9,49,4.145067698259187,3.425567295824301
1200,2,0.95,0,2.4625176803394626,2.246958945878334
1201,2,0.95,1,2.6657468092445673,2.437564648195652
1202,2,0.95,2,2.7580534612748457,2.5077996769338995
1203,2,0.95,3,2.837304288631722,2.578837386149735
1204,2,0.95,4,2.906874365052489,2.6243718083273384
1205,2,0.95,5,2.978766430738119,2.6867009881969732
1206,2,0.95,6,3.035966386554622,2.725699727331905
1207,2,0.95,7,3.1118553248492966,2.7906664442714564
1208,2,0.95,8,3.1606666666666667,2.82787054857574
1209,2,0.95,9,3.210386151797603,2.848899627622281
1210,2,0.95,10,3.2551495016611294,2.874929460473767
1211,2,0.95,11,3.2923996017258546,2.9129351552603264
1212,2,0.95,12,3.33532140490391,2.935199764810362
1213,2,0.95,13,3.3739245532759763,2.955337030893351
1214,2,0.95,14,3.4082644628099175,2.970244486736517
1215,2,0.95,15,3.435457246616045,2.989337717732531
1216,2,0.95,16,3.4698715837998027,3.0124080931599773
1217,2,0.95,17,3.4976958525345623,3.030385244266642
1218,2,0.95,18,3.538157894736842,3.049313555052809
1219,2,0.95,19,3.5619047619047617,3.0607934088805417
1220,2,0.95,20,3.5943551033803742,3.083571303777811
1221,2,0.95,21,3.627952755905512,3.1084805406833906
1222,2,0.95,22,3.6541107107762856,3.120911002959619
1223,2,0.95,23,3.6816246315099903,3.133264387414131
1224,2,0.95,24,3.6999672453324597,3.138939160812657
1225,2,0.95,25,3.730366492146597,3.148783153609438
1226,2,0.95,26,3.7467277486910993,3.1570961443459136
1227,2,0.95,27,3.763897972531066,3.1712404860767593
1228,2,0.95,28,3.78751225890814,3.1865829625484645
1229,2,0.95,29,3.8117647058823527,3.1946535341410365
1230,2,0.95,30,3.8321358589157413,3.209738826757662
1231,2,0.95,31,3.8478118876551273,3.221390059726601
1232,2,0.95,32,3.861573620633366,3.2260425438644127
1233,2,0.95,33,3.8825448613376836,3.2440805778707977
1234,2,0.95,34,3.892367906066536,3.2507236694124417
1235,2,0.95,35,3.904109589041096,3.2553035266012906
1236,2,0.95,36,3.9107782481276456,3.259741263887
1237,2,0.95,37,3.92124959323137,3.2641390360004268
1238,2,0.95,38,3.937540663630449,3.278483920939045
1239,2,0.95,39,3.9512036434612883,3.2842691528025685
1240,2,0.95,40,3.969440832249675,3.3000185975446135
1241,2,0.95,41,3.9798439531859557,3.303447340788869
1242,2,0.95,42,3.986996098829649,3.3057466516451055
1243,2,0.95,43,4.0,3.3167228095001424
1244,2,0.95,44,4.009099772505687,3.32444473136519
1245,2,0.95,45,4.025324675324676,3.3466024845285465
1246,2,0.95,46,4.035691109669046,3.3492999931315564
1247,2,0.95,47,4.040233614536016,3.3513797936362892
1248,2,0.95,48,4.047371836469825,3.355061463933118
1249,2,0.95,49,4.049302627311061,3.3538120339694286
1250,2,0.99,0,2.511331444759207,2.2489134144717307
1251,2,0.99,1,2.5829216654904728,2.3113627918912703
1252,2,0.99,2,2.6069792033838564,2.330334531982388
1253,2,0.99,3,2.6223628691983123,2.344151591432504
1254,2,0.99,4,2.6364912280701756,2.3562501302122407
1255,2,0.99,5,2.6519607843137254,2.3698373897386076
1256,2,0.99,6,2.672027972027972,2.3857131482054155
1257,2,0.99,7,2.6864525139664805,2.398074844759744
1258,2,0.99,8,2.704284221525601,2.417844326272668
1259,2,0.99,9,2.7207520891364902,2.431223457652662
1260,2,0.99,10,2.731758165392634,2.439316851642133
1261,2,0.99,11,2.7524271844660193,2.459610117867105
1262,2,0.99,12,2.7738136473848285,2.4785497173200715
1263,2,0.99,13,2.785343933632907,2.4821422075946207
1264,2,0.99,14,2.7994477045219193,2.494086868600219
1265,2,0.99,15,2.811034482758621,2.50810668362496
1266,2,0.99,16,2.821219428177747,2.513246291249029
1267,2,0.99,17,2.8418877023768516,2.5250247493100293
1268,2,0.99,18,2.861273666092943,2.5311484675032183
1269,2,0.99,19,2.868339635613613,2.5333113636258093
1270,2,0.99,20,2.879037800687285,2.5417396528062466
1271,2,0.99,21,2.898660254208176,2.5612164726130975
1272,2,0.99,22,2.9090284929625816,2.5761008362954363
1273,2,0.99,23,2.9176954732510287,2.581385198209861
1274,2,0.99,24,2.93383613301337,2.593665807873605
1275,2,0.99,25,2.948990071893187,2.60356706840748
1276,2,0.99,26,2.955867259664728,2.6096295952491
1277,2,0.99,27,2.9668376068376068,2.611388771508123
1278,2,0.99,28,2.977777777777778,2.6169992759873506
1279,2,0.99,29,2.981892722924496,2.6179646674673926
1280,2,0.99,30,2.995218579234973,2.626371024010112
1281,2,0.99,31,3.009549795361528,2.6399893384585824
1282,2,0.99,32,3.0231765507839126,2.6436515052987524
1283,2,0.99,33,3.0405175348995575,2.6514210377705654
1284,2,0.99,34,3.049370105549881,2.6576864858973255
1285,2,0.99,35,3.0670752468505276,2.672252859700073
1286,2,0.99,36,3.082936777702243,2.687748687005928
1287,2,0.99,37,3.0903532608695654,2.6925329368913733
1288,2,0.99,38,3.098132427843803,2.697160325374101
1289,2,0.99,39,3.1136749236511707,2.712954446060758
1290,2,0.99,40,3.1218187987784187,2.716352323008754
1291,2,0.99,41,3.133649932157395,2.727117646378125
1292,2,0.99,42,3.1471186440677967,2.739519658281863
1293,2,0.99,43,3.1572881355932205,2.747483716079186
1294,2,0.99,44,3.171128431040325,2.752168953126011
1295,2,0.99,45,3.1784625804266846,2.7567944040529873
1296,2,0.99,46,3.1883665877578626,2.764192054962563
1297,2,0.99,47,3.1920216362407032,2.7654892719545425
1298,2,0.99,48,3.1985145172180958,2.770232651643833
1299,2,0.99,49,3.2052667116812965,2.772908806409839
1300,2,1.0,0,2.4676616915422884,2.168559656213339
1301,2,1.0,1,2.4676616915422884,2.168559656213339
1302,2,1.0,2,2.4676616915422884,2.168559656213339
1303,2,1.0,3,2.4676616915422884,2.168559656213339
1304,2,1.0,4,2.4676616915422884,2.168559656213339
1305,2,1.0,5,2.4676616915422884,2.168559656213339
1306,2,1.0,6,2.4676616915422884,2.168559656213339
1307,2,1.0,7,2.4676616915422884,2.168559656213339
1308,2,1.0,8,2.4676616915422884,2.168559656213339
1309,2,1.0,9,2.4676616915422884,2.168559656213339
1310,2,1.0,10,2.4676616915422884,2.168559656213339
1311,2,1.0,11,2.4676616915422884,2.168559656213339
1312,2,1.0,12,2.4676616915422884,2.168559656213339
1313,2,1.0,13,2.4676616915422884,2.168559656213339
1314,2,1.0,14,2.4676616915422884,2.168559656213339
1315,2,1.0,15,2.4676616915422884,2.168559656213339
1316,2,1.0,16,2.4676616915422884,2.168559656213339
1317,2,1.0,17,2.4676616915422884,2.168559656213339
1318,2,1.0,18,2.4676616915422884,2.168559656213339
1319,2,1.0,19,2.4676616915422884,2.168559656213339
1320,2,1.0,20,2.4676616915422884,2.168559656213339
1321,2,1.0,21,2.4676616915422884,2.168559656213339
1322,2,1.0,22,2.4676616915422884,2.168559656213339
1323,2,1.0,23,2.4676616915422884,2.168559656213339
1324,2,1.0,24,2.4676616915422884,2.168559656213339
1325,2,1.0,25,2.4676616915422884,2.168559656213339
1326,2,1.0,26,2.4676616915422884,2.168559656213339
1327,2,1.0,27,2.4676616915422884,2.168559656213339
1328,2,1.0,28,2.4676616915422884,2.168559656213339
1329,2,1.0,29,2.4676616915422884,2.168559656213339
1330,2,1.0,30,2.4676616915422884,2.168559656213339
1331,2,1.0,31,2.4676616915422884,2.168559656213339
1332,2,1.0,32,2.4676616915422884,2.168559656213339
1333,2,1.0,33,2.4676616915422884,2.168559656213339
1334,2,1.0,34,2.4676616915422884,2.168559656213339
1335,2,1.0,35,2.4676616915422884,2.168559656213339
1336,2,1.0,36,2.4676616915422884,2.168559656213339
1337,2,1.0,37,2.4676616915422884,2.168559656213339
1338,2,1.0,38,2.4676616915422884,2.168559656213339
1339,2,1.0,39,2.4676616915422884,2.168559656213339
1340,2,1.0,40,2.4676616915422884,2.168559656213339
1341,2,1.0,41,2.4676616915422884,2.168559656213339
1342,2,1.0,42,2.4676616915422884,2.168559656213339
1343,2,1.0,43,2.4676616915422884,2.168559656213339
1344,2,1.0,44,2.4676616915422884,2.168559656213339
1345,2,1.0,45,2.4676616915422884,2.168559656213339
1346,2,1.0,46,2.4676616915422884,2.168559656213339
1347,2,1.0,47,2.4676616915422884,2.168559656213339
1348,2,1.0,48,2.4676616915422884,2.168559656213339
1349,2,1.0,49,2.4676616915422884,2.168559656213339
1350,3,0.65,0,2.4736656062212794,2.21727243718524
1351,3,0.65,1,3.2729608220937703,2.9029700721349134
1352,3,0.65,2,3.6757775683317626,3.202440657210311
1353,3,0.65,3,3.8509705698184096,3.3268103935581244
1354,3,0.65,4,3.9518599562363237,3.4026525738356344
1355,3,0.65,5,3.995625,3.432369804180153
1356,3,0.65,6,4.015625,3.4488727086252537
1357,3,0.65,7,4.02375,3.4511821189457197
1358,3,0.65,8,4.0275,3.4550469130847024
1359,3,0.65,9,4.03,3.457287269091053
1360,3,0.65,10,4.030625,3.4579146499247817
1361,3,0.65,11,4.03125,3.4594455283399257
1362,3,0.65,12,4.03125,3.4594455283399257
1363,3,0.65,13,4.03125,3.4594455283399257
1364,3,0.65,14,4.03125,3.4594455283399257
1365,3,0.65,15,4.03125,3.4594455283399257
1366,3,0.65,16,4.03125,3.4594455283399257
1367,3,0.65,17,4.03125,3.4594455283399257
1368,3,0.65,18,4.03125,3.4594455283399257
1369,3,0.65,19,4.03125,3.4594455283399257
1370,3,0.65,20,4.03125,3.4594455283399257
1371,3,0.65,21,4.03125,3.4594455283399257
1372,3,0.65,22,4.03125,3.4594455283399257
1373,3,0.65,23,4.03125,3.4594455283399257
1374,3,0.65,24,4.03125,3.4594455283399257
1375,3,0.65,25,4.03125,3.4594455283399257
1376,3,0.65,26,4.03125,3.4594455283399257
1377,3,0.65,27,4.03125,3.4594455283399257
1378,3,0.65,28,4.03125,3.4594455283399257
1379,3,0.65,29,4.03125,3.4594455283399257
1380,3,0.65,30,4.03125,3.4594455283399257
1381,3,0.65,31,4.03125,3.4594455283399257
1382,3,0.65,32,4.03125,3.4594455283399257
1383,3,0.65,33,4.03125,3.4594455283399257
1384,3,0.65,34,4.03125,3.4594455283399257
1385,3,0.65,35,4.03125,3.4594455283399257
1386,3,0.65,36,4.03125,3.4594455283399257
1387,3,0.65,37,4.03125,3.4594455283399257
1388,3,0.65,38,4.03125,3.4594455283399257
1389,3,0.65,39,4.03125,3.4594455283399257
1390,3,0.65,40,4.03125,3.4594455283399257
1391,3,0.65,41,4.03125,3.4594455283399257
1392,3,0.65,42,4.03125,3.4594455283399257
1393,3,0.65,43,4.03125,3.4594455283399257
1394,3,0.65,44,4.03125,3.4594455283399257
1395,3,0.65,45,4.03125,3.4594455283399257
1396,3,0.65,46,4.03125,3.4594455283399257
1397,3,0.65,47,4.03125,3.4594455283399257
1398,3,0.65,48,4.03125,3.4594455283399257
1399,3,0.65,49,4.03125,3.4594455283399257
1400,3,0.7,0,2.5190459238163045,2.239030798911506
1401,3,0.7,1,3.2600708991298744,2.867205060045662
1402,3,0.7,2,3.66031746031746,3.1543615397692824
1403,3,0.7,3,3.8445006321112514,3.2849446427661717
1404,3,0.7,4,3.9312085831492585,3.34123133788423
1405,3,0.7,5,3.9886435331230286,3.39144837940814
1406,3,0.7,6,4.010088272383355,3.413095394962339
1407,3,0.7,7,4.025826771653543,3.424672434983046
1408,3,0.7,8,4.036535433070866,3.4343130246683042
1409,3,0.7,9,4.042834645669291,3.439648657716126
1410,3,0.7,10,4.047244094488189,3.4428868520199494
1411,3,0.7,11,4.052283464566929,3.4489398636410824
1412,3,0.7,12,4.056062992125984,3.4503417904812
1413,3,0.7,13,4.057952755905512,3.4517712635674975
1414,3,0.7,14,4.059823677581864,3.4537499191941623
1415,3,0.7,15,4.061083123425693,3.454457345355938
1416,3,0.7,16,4.061083123425693,3.454457345355938
1417,3,0.7,17,4.061083123425693,3.454457345355938
1418,3,0.7,18,4.061083123425693,3.454457345355938
1419,3,0.7,19,4.061712846347607,3.4546284954552346
1420,3,0.7,20,4.061712846347607,3.4546284954552346
1421,3,0.7,21,4.061712846347607,3.4546284954552346
1422,3,0.7,22,4.061712846347607,3.4546284954552346
1423,3,0.7,23,4.061712846347607,3.4546284954552346
1424,3,0.7,24,4.061712846347607,3.4546284954552346
1425,3,0.7,25,4.061712846347607,3.4546284954552346
1426,3,0.7,26,4.061712846347607,3.4546284954552346
1427,3,0.7,27,4.061712846347607,3.4546284954552346
1428,3,0.7,28,4.061712846347607,3.4546284954552346
1429,3,0.7,29,4.061712846347607,3.4546284954552346
1430,3,0.7,30,4.061712846347607,3.4546284954552346
1431,3,0.7,31,4.061712846347607,3.4546284954552346
1432,3,0.7,32,4.061712846347607,3.4546284954552346
1433,3,0.7,33,4.061712846347607,3.4546284954552346
1434,3,0.7,34,4.061712846347607,3.4546284954552346
1435,3,0.7,35,4.061712846347607,3.4546284954552346
1436,3,0.7,36,4.061712846347607,3.4546284954552346
1437,3,0.7,37,4.061712846347607,3.4546284954552346
1438,3,0.7,38,4.061712846347607,3.4546284954552346
1439,3,0.7,39,4.061712846347607,3.4546284954552346
1440,3,0.7,40,4.061712846347607,3.4546284954552346
1441,3,0.7,41,4.061712846347607,3.4546284954552346
1442,3,0.7,42,4.061712846347607,3.4546284954552346
1443,3,0.7,43,4.061712846347607,3.4546284954552346
1444,3,0.7,44,4.061712846347607,3.4546284954552346
1445,3,0.7,45,4.061712846347607,3.4546284954552346
1446,3,0.7,46,4.061712846347607,3.4546284954552346
1447,3,0.7,47,4.061712846347607,3.4546284954552346
1448,3,0.7,48,4.061712846347607,3.4546284954552346
1449,3,0.7,49,4.061712846347607,3.4546284954552346
1450,3,0.75,0,2.5081734186211797,2.294935769328558
1451,3,0.75,1,3.2335958005249346,2.861401849011225
1452,3,0.75,2,3.5862290862290864,3.1321032873357835
1453,3,0.75,3,3.775856548190842,3.249160911921884
1454,3,0.75,4,3.8875399361022365,3.3216035576441145
1455,3,0.75,5,3.943203573707722,3.349799801370625
1456,3,0.75,6,3.9910714285714284,3.376140601167504
1457,3,0.75,7,4.019751513220771,3.39397243456829
1458,3,0.75,8,4.042675159235669,3.4102651071258423
1459,3,0.75,9,4.056050955414013,3.4192144430272147
1460,3,0.75,10,4.063673989175422,3.4223536990576813
1461,3,0.75,11,4.071314867876472,3.424249672314005
1462,3,0.75,12,4.082749840865691,3.438849762966627
1463,3,0.75,13,4.088478676002546,3.441483493606005
1464,3,0.75,14,4.092268533248489,3.44092835521026
1465,3,0.75,15,4.095450206808781,3.443985011860752
1466,3,0.75,16,4.095450206808781,3.443985011860752
1467,3,0.75,17,4.096722876232898,3.443949493136438
1468,3,0.75,18,4.096722876232898,3.443949493136438
1469,3,0.75,19,4.097995545657016,3.444652742748021
1470,3,0.75,20,4.099268215081133,3.444616290192981
1471,3,0.75,21,4.101813553929367,3.445742936815579
1472,3,0.75,22,4.101813553929367,3.445742936815579
1473,3,0.75,23,4.101813553929367,3.445742936815579
1474,3,0.75,24,4.104358892777601,3.4474213041586528
1475,3,0.75,25,4.104358892777601,3.4474213041586528
1476,3,0.75,26,4.104358892777601,3.4474213041586528
1477,3,0.75,27,4.104358892777601,3.4474213041586528
1478,3,0.75,28,4.104358892777601,3.4474213041586528
1479,3,0.75,29,4.104358892777601,3.4474213041586528
1480,3,0.75,30,4.104358892777601,3.4474213041586528
1481,3,0.75,31,4.104358892777601,3.4474213041586528
1482,3,0.75,32,4.104358892777601,3.4474213041586528
1483,3,0.75,33,4.104358892777601,3.4474213041586528
1484,3,0.75,34,4.104358892777601,3.4474213041586528
1485,3,0.75,35,4.104358892777601,3.4474213041586528
1486,3,0.75,36,4.104358892777601,3.4474213041586528
1487,3,0.75,37,4.104358892777601,3.4474213041586528
1488,3,0.75,38,4.104358892777601,3.4474213041586528
1489,3,0.75,39,4.104358892777601,3.4474213041586528
1490,3,0.75,40,4.104358892777601,3.4474213041586528
1491,3,0.75,41,4.104358892777601,3.4474213041586528
1492,3,0.75,42,4.104358892777601,3.4474213041586528
1493,3,0.75,43,4.104358892777601,3.4474213041586528
1494,3,0.75,44,4.104358892777601,3.4474213041586528
1495,3,0.75,45,4.104358892777601,3.4474213041586528
1496,3,0.75,46,4.104358892777601,3.4474213041586528
1497,3,0.75,47,4.104358892777601,3.4474213041586528
1498,3,0.75,48,4.104358892777601,3.4474213041586528
1499,3,0.75,49,4.104358892777601,3.4474213041586528
1500,3,0.8,0,2.558089807555239,2.3047676975186264
1501,3,0.8,1,3.1538204871538205,2.7282388644586737
1502,3,0.8,2,3.4328650767722966,2.960604832067099
1503,3,0.8,3,3.6390243902439026,3.112889915854286
1504,3,0.8,4,3.7514563106796115,3.1869106712631883
1505,3,0.8,5,3.8433773767321946,3.2561938897547686
1506,3,0.8,6,3.8894601542416454,3.2830655706708103
1507,3,0.8,7,3.949326491340603,3.318316845589455
1508,3,0.8,8,3.995509942270686,3.3526519336954683
1509,3,0.8,9,4.013457225248318,3.3627596075809625
1510,3,0.8,10,4.031390134529148,3.380728492730874
1511,3,0.8,11,4.04932735426009,3.390924218825314
1512,3,0.8,12,4.069827033952595,3.410821015842692
1513,3,0.8,13,4.0864,3.4193034910104663
1514,3,0.8,14,4.09728,3.42546513940148
1515,3,0.8,15,4.102367242482406,3.428783690227455
1516,3,0.8,16,4.106811640550048,3.431736497887463
1517,3,0.8,17,4.110649184521906,3.4327333353584573
1518,3,0.8,18,4.114486728493764,3.436426270447228
1519,3,0.8,19,4.11512631915574,3.4362187090387635
1520,3,0.8,20,4.115765909817717,3.436383401648325
1521,3,0.8,21,4.117045091141669,3.436433147267277
1522,3,0.8,22,4.117684681803646,3.4362251099293317
1523,3,0.8,23,4.117684681803646,3.4362251099293317
1524,3,0.8,24,4.118324272465622,3.436482415856923
1525,3,0.8,25,4.120882635113527,3.4394639792368866
1526,3,0.8,26,4.120882635113527,3.4394639792368866
1527,3,0.8,27,4.121522225775504,3.4394414335740193
1528,3,0.8,28,4.121522225775504,3.4394414335740193
1529,3,0.8,29,4.123440997761433,3.4416975575566844
1530,3,0.8,30,4.123440997761433,3.4416975575566844
1531,3,0.8,31,4.123440997761433,3.4416975575566844
1532,3,0.8,32,4.125359769747361,3.443672462484441
1533,3,0.8,33,4.125359769747361,3.443672462484441
1534,3,0.8,34,4.125359769747361,3.443672462484441
1535,3,0.8,35,4.125359769747361,3.443672462484441
1536,3,0.8,36,4.125359769747361,3.443672462484441
1537,3,0.8,37,4.125359769747361,3.443672462484441
1538,3,0.8,38,4.125359769747361,3.443672462484441
1539,3,0.8,39,4.125359769747361,3.443672462484441
1540,3,0.8,40,4.125359769747361,3.443672462484441
1541,3,0.8,41,4.125359769747361,3.443672462484441
1542,3,0.8,42,4.125359769747361,3.443672462484441
1543,3,0.8,43,4.125359769747361,3.443672462484441
1544,3,0.8,44,4.125359769747361,3.443672462484441
1545,3,0.8,45,4.125359769747361,3.443672462484441
1546,3,0.8,46,4.125359769747361,3.443672462484441
1547,3,0.8,47,4.125359769747361,3.443672462484441
1548,3,0.8,48,4.125359769747361,3.443672462484441
1549,3,0.8,49,4.125359769747361,3.443672462484441
1550,3,0.85,0,2.503909026297086,2.2694008537227655
1551,3,0.85,1,3.0777515987882866,2.7290086124750377
